index,programming_languages,tools_and_technologies,soft_skills,years_experience_min,experience_level
170,['Java'],"['Web Development', 'Software Development', 'Networking', 'Other']","['Analytical skills', 'Problem solving', 'Written communication', 'Verbal communication', 'Teamwork']",5.0,senior
171,"['C++', 'Other']",['Other'],"['Problem-solving', 'Working under pressure', 'Time management', 'Team collaboration']",,not specified
172,"['C++', 'Other']","['Internet of Things (IoT)', 'Networking', 'Other']","['Attention to detail', 'Communication', 'Documentation', 'Problem-solving', 'Innovativeness', 'Inquisitiveness']",3.0,mid
173,"['C++', 'Other']","['Networking', 'Other']","['Self-motivated', 'Creative thinking', 'Critical thinking', 'Collaboration', 'Communication', 'Passion', 'Attention to detail']",,not specified
174,[],"['Web Development', 'Data Analytics', 'Cloud Computing', 'Database Management']","['Technical leadership', 'Problem solving', 'Debugging', 'Effective communication', 'Results oriented', 'Deadline driven', 'Ability to work in fast-paced environment']",5.0,senior
175,"['Swift', 'Other']","['Web Development', 'Software Development', 'Cybersecurity']","['Communication', 'Attention to detail', 'Self-motivation', 'Analytical skills']",2.0,mid
176,"['JavaScript', 'TypeScript']","['Web Development', 'DevOps', 'Database Management', 'Other']","['Ability to research and quickly work with new technologies', 'Strong analytical mindset', 'Attention to detail', 'Skilled at communicating technical issues with non-technical audience']",3.0,mid
177,"['C++', 'Other']",['Software Development'],"['Excellent communication', 'Organizational skills', 'Attention to detail', 'Project completion']",6.0,senior
178,"['C++', 'Other']","['Internet of Things (IoT)', 'Networking', 'Other']","['Problem solving', 'Attention to detail', 'Communication', 'Documentation']",5.0,senior
179,[],[],"['Attention to detail', 'Problem-solving', 'Communication', 'Independent learning']",,not specified
180,[],"['Software Development', 'Other']","['Excellent written English skills', 'Excellent verbal interpersonal skills', 'Eagerness and aptitude to learn new technologies', 'Ability to build strong multi-functional relationships', 'Adaptability to changing environments', 'Time management', 'Motivation to work independently']",5.0,senior
181,"['Python', 'Shell', 'Perl', 'C++', 'Other']","['Software Development', 'Other']","['Problem-solving', 'Debugging']",,not specified
182,"['Python', 'C++', 'Other']","['DevOps', 'Software Development', 'Machine Learning/Artificial Intelligence', 'Other']","['communication', 'collaboration', 'problem solving', 'hacking', 'debugging']",7.0,senior
183,"['Python', 'C++', 'Other']","['Mobile Development', 'Software Development', 'Other']","['Problem solving', 'Attention to detail']",3.0,mid
184,"['Shell', 'Other']","['Other', 'Mobile Development']","['Critical thinking', 'Troubleshooting', 'Communication', 'Interpersonal skills', 'Judgment', 'Self-directed', 'Proactive', 'Cooperative', 'Creative']",3.0,not specified
185,"['Python', 'C++', 'Perl', 'Other']","['Software Development', 'Other']","['creative thinking', 'critical thinking', 'troubleshooting', 'collaboration', 'communication']",,not specified
186,"['JavaScript', 'Python', 'Shell']","['Internet of Things (IoT)', 'Software Development']","['Creative thinking', 'Critical thinking', 'Problem solving', 'Excellent communication', 'Cross-functional project management']",,not specified
187,"['Perl', 'Shell', 'Python']","['Software Development', 'Other']","['collaborative', 'written and verbal communication', 'professionalism', 'ability to deliver under tight schedules']",3.0,not specified
188,['Java'],"['Web Development', 'Software Development']","['problem solving', 'critical thinking', 'communication']",,not specified
189,"['Ruby', 'Python', 'PHP']","['Data Analytics', 'DevOps', 'Database Management', 'Cloud Computing', 'Web Development', 'Other']","['Independent problem-solving', 'Self-direction', 'Strong troubleshooting', 'Interpersonal and communication skills', 'Training users', 'Handling multiple priorities', 'Agile development']",5.0,senior
190,[],"['Cloud Computing', 'Software Development']","['Problem Solving', 'Debugging', 'Effective Communication', 'Results Oriented', 'Deadline Driven', 'Adaptability']",,mid
191,"['JavaScript', 'Java', 'Python', 'Ruby', 'C++', 'Other']","['Web Development', 'Database Management']","['UX and design', 'problem solving', 'debugging', 'communication', 'collaboration']",,not specified
192,"['Other', 'Java']","['Database Management', 'Cybersecurity', 'Software Development', 'Web Development', 'Other']","['innovative thinking', 'creative thinking', 'troubleshooting skills']",,senior
193,[],"['Networking', 'Other']","['analytical skills', 'debugging skills']",3.0,not specified
194,"['Ruby', 'Python', 'Shell', 'Java']",['Software Development'],"['analytical skills', 'problem solving', 'attention to detail', 'verbal and written communication', 'team-player', 'self-motivated', 'independent', 'proactive']",3.0,mid
195,['Java'],"['Data Analytics', 'Database Management', 'Cloud Computing', 'Software Development', 'Other']","['independent learning', 'strong written communication', 'strong oral communication']",5.0,senior
196,"['JavaScript', 'Python', 'Shell', 'Other']",['Software Development'],"['Creative Thinking', 'Problem Solving']",,not specified
197,"['Python', 'C++']",['Software Development'],"['creative thinking', 'critical thinking', 'independent thinking', 'troubleshooting', 'analytical skills', 'interpersonal skills']",4.0,mid
198,"['JavaScript', 'PHP', 'Python', 'Perl', 'Ruby', 'Other']","['Web Development', 'Cloud Computing', 'Database Management', 'Other']","['Communication', 'Interpersonal skills', 'Teamwork', 'User experience and interface design', 'Working under tight deadlines']",3.0,not specified
199,"['Python', 'C++', 'Swift', 'Other']","['Machine Learning/Artificial Intelligence', 'Software Development', 'DevOps', 'Other']","['software design', 'problem solving', 'debugging', 'communication', 'teamwork', 'analytical skills', 'cross-functional collaboration', 'English fluency']",,not specified
200,['Other'],"['Other', 'Machine Learning/Artificial Intelligence', 'Networking', 'Mobile Development']","['Collaboration with internal/international teams', 'Work under tight schedule', 'Verbal and written communication']",,not specified
201,"['Python', 'Scala', 'Java']","['Data Analytics', 'Database Management', 'Cloud Computing', 'Web Development', 'Other']","['Independently learn new technology', 'Express and communicate ideas clearly']",3.0,mid
202,"['C++', 'Other']","['Software Development', 'Mobile Development']","['upbeat', 'adaptable', 'results oriented', 'positive attitude', 'excellent communication', 'collaborative skills', 'attention to detail']",,not specified
203,[],['Networking'],"['Leadership', 'Quality focus', 'Team development', 'Cross-functional collaboration', 'Adaptability', 'Motivation', 'Accountability', 'Communication']",5.0,senior
204,"['Python', 'Swift', 'Other', 'Java']","['DevOps', 'Database Management', 'Cybersecurity', 'Software Development', 'Web Development', 'Other']","['Collaboration', 'Interpersonal skills', 'Written and verbal communication', 'Multi-tasking', 'Social skills', 'Ability to work in a fast-paced environment', 'Delivering high-quality work on tight schedules']",5.0,senior
205,[],"['Software Development', 'Other']","['Communication', 'Collaboration', 'Problem Solving', 'Analytical Thinking']",7.0,senior
206,"['C++', 'Other']","['Networking', 'Other']","['Self-motivated', 'Creative thinking', 'Critical thinking', 'Collaborative', 'Communication', 'Passionate', 'Detail-oriented']",,not specified
207,"['C++', 'Other']",['Software Development'],"['Communication', 'Organizational', 'Attention to Detail']",6.0,senior
208,"['Scala', 'Java', 'Python', 'Ruby', 'C++']","['Software Development', 'Other']",['Excellent communication skills'],4.0,mid
209,"['C++', 'Other']",['Other'],"['Collaboration', 'Effective communication', 'Attention to detail', 'Eagerness to learn']",,not specified
210,"['C++', 'Other']","['Other', 'Mobile Development']","['Excellent organizational skills', 'Communication skills', 'Attention to detail', 'Collaboration', 'Independent learning']",6.0,senior
211,"['C++', 'Other']","['Software Development', 'Networking', 'Other']","['Problem-solving', 'Attention to detail', 'Communication', 'Documentation']",3.0,mid
212,"['C++', 'Java']","['Cloud Computing', 'Software Development', 'Other']","['cross-functional partnerships', 'leadership', 'attention to detail', 'dedication to quality']",8.0,senior
213,"['Python', 'C++']","['Data Analytics', 'Machine Learning/Artificial Intelligence']","['Collaboration', 'Research', 'Innovation']",,not specified
214,"['Swift', 'Python', 'Perl', 'Ruby', 'C++', 'Other']","['Mobile Development', 'Software Development', 'Other']","['Communication', 'Problem-solving', 'Innovative thinking']",,not specified
215,"['Python', 'Scala', 'Java']","['Data Analytics', 'Cloud Computing', 'Database Management']","['Strong attention to detail', 'Excellent analytical capabilities', 'Excellent oral and written interpersonal skills', 'Self-motivated', 'Dedicated', 'Solution-oriented', 'Able to quickly learn new technologies']",,not specified
216,"['Perl', 'Java']","['Web Development', 'Software Development', 'Database Management', 'Other']","['Extraordinary communication skills', 'Collaborating across teams']",,not specified
217,[],[],"['Customer focus', 'Team building', 'Executive presence', 'Technical agility', 'Priority management', 'Organizational skills', 'Creativity', 'Motivation', 'Communication skills', 'Problem solving', 'Attention to detail']",5.0,senior
218,['Python'],"['Software Development', 'Other']","['analytical skills', 'collaborative', 'clear communication', 'attention to detail']",,not specified
219,['Java'],['Web Development'],"['Problem solving', 'Critical thinking', 'Communication', 'Self-motivation', 'Positive mental attitude', 'Eagerness to learn']",,not specified
220,"['Perl', 'Shell', 'Python', 'Go', 'C++', 'Other']","['Other', 'Software Development', 'Networking', 'Cybersecurity']","['Independent and team work ability', 'Excellent written and communication skills', 'Creative problem-solving skills', 'Passion for best practices']",8.0,senior
221,"['Swift', 'C++', 'Other']","['Web Development', 'Other']","['Strong written and verbal communication skills', 'Ability to analyze problems', 'Excellent written and oral communication skills', 'Strong investigative and problem solving skills']",,not specified
222,"['Swift', 'Python', 'Other']","['Cloud Computing', 'Mobile Development', 'Software Development', 'Networking', 'Other']","['Attention to detail', 'Ability to innovate', 'Strong communication', 'Collaboration skills', 'Passion for the customer', 'User experience', 'Actioning user feedback', 'Thriving in a collaborative environment']",3.0,mid
223,['C++'],"['Software Development', 'Other']","['Proactive learning', 'Passion for learning new technologies']",3.0,mid
224,['Other'],"['Software Development', 'Other']","['Analyzing and Debugging Skills', 'Motivated', 'Self-directed', 'Quick Learner', 'Team Player', 'Strong Verbal and Written Communication', 'Fluent English']",3.0,not specified
225,"['Swift', 'C++', 'Other']","['Software Development', 'Networking', 'Other']","['analytical skills', 'programming skills', 'debugging skills', 'communication skills', 'collaboration skills', 'problem-solving', 'attention to detail', 'passion and inquisitiveness']",,not specified
226,"['Shell', 'Other']","['Software Development', 'Other']","['Creative and critical thinking', 'Troubleshooting', 'Strong communication', 'Interpersonal skills', 'Self-directed', 'Proactive', 'Building alliances', 'Collaboration']",3.0,mid
