index,programming_languages,tools_and_technologies,soft_skills,years_experience_min,experience_level
113,"[""Python"", ""JavaScript"", ""Ruby"", ""Objective-C"", ""Swift"", ""C++""]","[""defect tracking systems"", ""automation scripting""]","[""ability to own a functional area"", ""problem-solving"", ""cross-functional teamwork"", ""communication with non-technical audience"", ""detail-oriented""]",3.0,mid
114,"[""JavaScript"", ""TypeScript"", ""C++""]","[""HTML"", ""CSS"", ""Angular"", ""React"", ""Node.js""]","[""Analytical skills"", ""Problem solving"", ""Troubleshooting"", ""Verbal communication"", ""Written communication""]",,not specified
115,"[""C"", ""C++""]","[""Linux APIs"", ""media container formats"", ""video codecs"", ""video playback engines""]","[""software development"", ""debugging"", ""communication"", ""reciprocal skills"", ""object-oriented design""]",6.0,senior
116,"[""C++"", ""C#""]","[""Windows"", ""WPF"", ""UWP"", ""DBMS""]","[""Verbal communication"", ""Written communication"", ""Project management""]",,not specified
117,"[""Java"", ""Python"", ""Swift""]","[""distributed systems"", ""cloud computing"", ""iOS"", ""macOS""]","[""analytical and problem solving"", ""critical thinking"", ""teamwork"", ""leadership"", ""time management"", ""mentoring"", ""communication""]",6.0,senior
118,"[""C"", ""C++"", ""Python"", ""Bash"", ""Ruby"", ""LUA"", ""Perl""]","[""block-based disk devices"", ""automation testing"", ""QA methodologies""]","[""communication"", ""organization"", ""independence"", ""proactivity"", ""attention to detail"", ""cross-functional collaboration""]",,not specified
119,"[""C"", ""Python"", ""Bash"", ""Objective C"", ""C++"", ""Swift""]","[""UNIX"", ""Linux"", ""macOS"", ""iOS"", ""Continuous Integration tools"", ""Configuration Management tools""]","[""Creative thinking"", ""Problem solving"", ""Flexibility"", ""Excellent communication"", ""Collaboration""]",,not specified
120,"[""Object-oriented programming languages""]","[""IDEs""]","[""Complex debugging"", ""Testing methodologies"", ""Testing technologies"", ""Integration skills""]",,not specified
121,"[""C"", ""Python"", ""Objective C"", ""C++""]","[""Automation frameworks"", ""Filesystems"", ""Networking"", ""System software"", ""Firmware updates"", ""Encryption"", ""Compression technologies""]","[""Excellent verbal and written communication""]",3.0,mid
122,"[""C"", ""Objective-C"", ""C++""]","[""multi-threaded programming"", ""network"", ""POSIX/synchronization primitives"", ""manual testing"", ""automated testing"", ""unit testing"", ""SQA methodologies""]","[""collaborative work"", ""clear communication"", ""attention to detail"", ""project management""]",2.0,mid
123,"[""C++""]","[""motion sensors""]","[""Effective communication skills"", ""Written and verbal skills"", ""Attention to detail""]",3.0,mid
124,"[""Java"", ""C/C++"", ""Python"", ""Bash""]","[""Networking protocols"", ""BGP"", ""MPLS"", ""Netflow"", ""SNMP"", ""Software development methodologies"", ""Software-defined networking"", ""Big Data pipeline (Kafka, Spark)"", ""Distributed database (ElasticSearch)""]","[""Project management"", ""Attention to detail"", ""Communication skills"", ""Leadership"", ""Problem-solving"", ""Adaptability"", ""Self-starter"", ""Visionary""]",8.0,senior
125,"[""Java"", ""C"", ""C++""]","[""SQL"", ""NoSQL"", ""Cassandra"", ""HBase"", ""Linux""]","[""Analytical and problem solving"", ""Written and interpersonal"", ""Leadership"", ""Creative mindset"", ""Team collaboration""]",,senior
126,"[""Java"", ""Python""]","[""Oracle"", ""MySQL"", ""automated data collection"", ""visualization tools""]","[""communication"", ""cross-functional collaboration"", ""technical writing"", ""problem-solving"", ""training"", ""self-starting"", ""integrity"", ""attention to detail""]",10.0,senior
127,"[""C"", ""C++""]","[""Computer Vision"", ""3D Geometry"", ""Computational Geometry"", ""Algorithms"", ""Data Structures"", ""3D Math"", ""Linear Algebra""]","[""Creative Thinking"", ""Critical Thinking"", ""Independent Thinking"", ""Troubleshooting"", ""Analytical Skills"", ""Communication Skills""]",3.0,mid
128,[],[],"[""collaboration"", ""design thinking"", ""user experience design"", ""flexibility"", ""adaptability"", ""team engagement"", ""motivated learning"", ""self-improvement"", ""time management""]",,not specified
129,[],"[""operating systems"", ""digital services""]","[""passion for great products"", ""excellent written communication"", ""spoken communication"", ""presentation abilities"", ""cross-functional collaboration""]",,senior
130,"[""Java"", ""C"", ""Python"", ""Perl"", ""bash""]","[""Unix"", ""Linux"", ""PKI"", ""X.509"", ""ASN.1"", ""key exchange protocols"", ""authentication protocols""]","[""Passionate and self-motivated"", ""Excellent verbal/written communication skills"", ""Willingness to take a lead""]",,not specified
131,"[""Swift"", ""Objective-C""]","[""CoreML"", ""TensorFlow"", ""Scikit-learn"", ""Pandas""]","[""Passion for quality and attention to detail"", ""Aptitude to independently learn new technologies"", ""Excellent oral and written communication skills""]",,not specified
132,"[""PHP"", ""Javascript"", ""HTML"", ""CSS""]","[""LAMP"", ""SQL"", ""MVC"", ""Agile"", ""SCRUM""]","[""Problem solving"", ""Effective communication"", ""Relationship building"", ""Organizational skills""]",,not specified
133,"[""C"", ""C++"", ""Python"", ""Javascript""]","[""MDM"", ""Mobile Device Management"", ""Directory Services"", ""OS X"", ""iOS"", ""Unix"", ""networking""]","[""team collaboration"", ""communication"", ""problem isolation"", ""documenting test plans"", ""analyzing software issues"", ""judgment and integrity"", ""writing skills"", ""interpersonal skills""]",,mid
134,"[""Python"", ""Objective-C"", ""Swift"", ""C"", ""C++""]","[""Operating System concepts"", ""Debugging and triaging tools""]","[""Innovative thinking"", ""Collaboration"", ""Attention to detail"", ""Problem-solving"", ""Passion and curiosity""]",,not specified
135,[],[],"[""analytical skills"", ""attention to detail"", ""communication"", ""interpersonal skills"", ""self learning"", ""teamwork""]",,not specified
136,[],[],"[""Collaboration"", ""Communication"", ""Interpersonal skills"", ""Organizational skills"", ""Problem solving"", ""Ability to work in a fast-paced environment""]",,not specified
137,"[""C++"", ""Objective-C""]","[""Object-oriented design""]","[""Problem solving"", ""Critical thinking"", ""Communication""]",,not specified
138,"[""C++""]","[""embedded systems"", ""real-time systems"", ""motion sensors"", ""computer vision"", ""augmented reality""]","[""effective communication"", ""attention to detail""]",3.0,mid
139,"[""Objective-C"", ""Swift"", ""JavaScript"", ""HTML"", ""CSS3"", ""Java""]","[""iOS"", ""OS X"", ""tvOS"", ""WatchOS""]","[""Excellent quantitative skills"", ""Interpersonal skills"", ""Leadership experience""]",,not specified
140,"[""C"", ""C++"", ""Python"", ""Perl""]","[""Intel/AMD/ARM architectures"", ""kernel and device driver development"", ""platform bring-up"", ""operating system porting"", ""PCIe"", ""SATA"", ""I2C"", ""USB"", ""JEDEC DDR"", ""SMBUS"", ""SW/HW debugging tools""]","[""creative thinking"", ""critical thinking"", ""troubleshooting"", ""collaboration"", ""communication"", ""ability to work under tight schedules""]",,not specified
141,"[""Python"", ""Groovy""]","[""Jenkins"", ""GNU Make""]","[""Ability to work independently"", ""Teamwork"", ""Excellent written skills"", ""Social skills"", ""Creative analytical skills""]",3.0,mid
142,"[""Objective-C"", ""Swift"", ""C"", ""C++"", ""Python""]","[""iOS"", ""macOS"", ""Xcode""]",[],,not specified
143,"[""Java"", ""Java EE""]","[""Spring MVC"", ""REST APIs"", ""SQL"", ""PL/SQL"", ""Tomcat"", ""Weblogic"", ""JBoss"", ""Jetty""]","[""Problem solving"", ""Debugging"", ""Team collaboration"", ""Time management"", ""Self-directed learning"", ""Analytical skills"", ""Written communication"", ""Oral communication""]",5.0,senior
144,"[""Java"", ""similar languages""]","[""Spring"", ""Guice"", ""Maven"", ""Git"", ""database systems"", ""domain modeling""]","[""passion for technology"", ""life-long learning"", ""finding the right tool for the job""]",5.0,mid
145,"[""C"", ""C++"", ""script""]","[""LTE Access Stratum"", ""Non-Access Stratum layers"", ""5G NR"", ""LTE D2D"", ""end-to-end network system architecture""]","[""problem-solving"", ""attention to detail"", ""communication"", ""documentation""]",5.0,senior
146,"[""C++""]","[""multithreaded programming"", ""API design"", ""software architecture""]","[""Excellent social skills"", ""Collaborative focus"", ""Passionate about quality"", ""Attention to detail""]",,not specified
147,"[""Java"", ""Python"", ""C++""]","[""web services"", ""distributed systems""]","[""analytical problem solving"", ""creative problem solving"", ""team collaboration"", ""communication""]",5.0,senior
148,"[""JAVA"", ""C++"", ""scripting language""]","[""Object-Oriented Software"", ""Backend Systems"", ""SDLC""]","[""Quick learner"", ""Teamwork"", ""Collaboration"", ""High quality software development""]",5.0,senior
149,"[""Python"", ""C""]","[""UNIX OS""]","[""Highly motivated"", ""Creative"", ""Organized"", ""Strong verbal communication skills"", ""Strong written communication skills"", ""Proven ability to learn quickly""]",,not specified
150,"[""C"", ""Objective-C""]","[""LLDB"", ""Xcode"", ""gdb"", ""Kiel \u00b5Vision"", ""Visual Studio"", ""UNIX kernel"", ""OS X"", ""Linux"", ""BSD"", ""Solaris"", ""IOKit"", ""Thunderbolt"", ""USB"", ""USB PD"", ""EFI"", ""ACPI"", ""Git""]","[""Software development"", ""Debugging"", ""Creative thinking"", ""Critical thinking"", ""Troubleshooting"", ""Collaboration"", ""Written communication"", ""Verbal communication"", ""Ambition""]",,not specified
151,"[""Objective-C"", ""Swift"", ""C/C++""]","[""Cocoa Touch"", ""UIKit"", ""Cocoa""]","[""Ability to work collaboratively""]",,not specified
152,"[""Assembly"", ""C"", ""C++"", ""Objective-C"", ""Python"", ""Perl"", ""Lua"", ""Tcl"", ""Go"", ""JavaScript""]","[""EFI BIOS"", ""boot loader"", ""Linux Kernel"", ""embedded RTOS"", ""iOS development"", ""MacOS development"", ""network programming"", ""embedded systems"", ""SOC system debug/issue fix""]","[""Excellent software development skills"", ""Excellent understanding of networking frameworks"", ""Hands-on coding expertise"", ""Consumer product development experience"", ""Domestic and international travel willingness""]",3.0,mid
153,"[""Java""]","[""web services"", ""multi-threading""]","[""problem solving"", ""critical thinking"", ""communication""]",,senior
154,"[""Objective-C""]",[],"[""Excellent communication skills"", ""Collaboration"", ""Creativity"", ""Enthusiasm for design""]",,not specified
155,"[""C"", ""C++"", ""Script""]","[""LTE PHY/MAC"", ""RF Frontend architecture"", ""LTE NB-IoT"", ""D2D"", ""3GPP"", ""802.11x"", ""BT SIG""]","[""Obsessively passionate and inquisitive"", ""Focus on solving everyday problems in innovative ways"", ""Attention to detail"", ""Excellent communication"", ""Documentation skills""]",5.0,senior
156,"[""Java""]","[""Relational databases"", ""Non-relational databases"", ""Internet protocols"", ""Caching systems"", ""Queuing systems""]","[""Business context understanding"", ""Technical communication"", ""Design and code review"", ""Cross-functional communication"", ""Trade-off decision making"", ""Team representation"", ""Mentoring and performance management"", ""Executive communication"", ""Continuous learning""]",,senior
157,"[""Python"", ""Linux"", ""C"", ""C++"", ""scripting languages""]",[],[],,not specified
158,[],[],"[""investigation and debugging"", ""creativity"", ""problem-solving"", ""attention to detail"", ""user-focused design"", ""adaptability"", ""communication"", ""organization"", ""motivation""]",,not specified
159,"[""Objective-C"", ""Swift"", ""Java"", ""Python"", ""JavaScript""]","[""iOS"", ""macOS"", ""test applications"", ""automation frameworks"", ""automated software tests"", ""mobile applications""]","[""Excellent written and verbal communication"", ""Collaborative working""]",3.0,mid
160,"[""C"", ""Assembly""]","[""computer architecture"", ""system architecture"", ""SoC architecture""]",[],,not specified
161,"[""C++"", ""Python""]","[""motion planning"", ""decision making"", ""estimation"", ""control systems"", ""algorithms"", ""data structures"", ""simulation""]","[""hands-on"", ""eager"", ""curious"", ""love learning"", ""enjoy challenges""]",3.0,senior
162,"[""C"", ""C++""]","[""Real-time software"", ""Multi-sensor systems"", ""Image processing"", ""Vision processing"", ""Signal processing"", ""Drivers"", ""Firmware"", ""Hardware internals"", ""OS internals"", ""Kernel level""]","[""Excellent communication"", ""Collaboration"", ""Curiosity"", ""Problem-solving"", ""Passionate""]",,senior
163,"[""Java""]","[""web services"", ""multi-threaded programming""]","[""problem solving"", ""critical thinking"", ""communication""]",,not specified
164,"[""C/C++"", ""Swift""]","[""CoreServices Frameworks"", ""UIKit"", ""Cocoa""]","[""Problem solving"", ""Communication"", ""UI/UX design""]",3.0,mid
165,"[""Java"", ""J2EE"", ""SQL"", ""XML"", ""JSON""]","[""Single-SignOn"", ""Linux/Unix"", ""JBoss"", ""Apache"", ""Tomcat"", ""Git"", ""SVN"", ""Relational Databases"", ""No-SQL Databases"", ""Distributed Caches"", ""OOD""]","[""Innovative Thinking"", ""Creative Thinking"", ""Troubleshooting""]",,senior
166,"[""C""]","[""RTOS"", ""version control"", ""automation tools"", ""I2C"", ""UART"", ""SPI"", ""JTAG"", ""SWD"", ""oscilloscopes"", ""logic analyzers"", ""Python"", ""Perl"", ""Lua""]",[],5.0,senior
167,"[""EFI BIOS"", ""Linux Kernel"", ""EC FWs"", ""Solaris"", ""UNIX"", ""Windows"", ""Mac OS X""]","[""PC industry"", ""notebook"", ""desktop"", ""server platform"", ""embedded system""]","[""Ambitious"", ""Responsible"", ""Passionate"", ""Good communication in English and Mandarin"", ""Team player"", ""Willing to travel""]",,not specified
168,"[""C"", ""Assembly""]","[""BSP/Device Driver"", ""Multi-core embedded HW system"", ""RTOS"", ""JavaScript"", ""Python"", ""Perl"", ""Shell""]","[""Analyzing and debugging"", ""Motivated"", ""Self-directed"", ""Quick learner"", ""Team player"", ""Communication skills"", ""Fluent English""]",3.0,mid
169,"[""Python"", ""R""]","[""SQL"", ""Hive""]","[""Designing analytic solutions"", ""Building relationships across teams"", ""Communicating technical content"", ""Communicating analytical insights""]",2.0,mid
170,"[""Java""]","[""Multithreading"", ""Non-blocking IO"", ""gRPC"", ""Protocol Buffer"", ""Java NIO"", ""Netty"", ""REST""]","[""Analytical skills"", ""Problem solving"", ""Written communication"", ""Verbal communication"", ""Teamwork""]",5.0,senior
171,"[""C"", ""C++""]","[""Kernel drivers"", ""UART"", ""USB"", ""SPI"", ""PCIe""]","[""Problem-solving"", ""Working under pressure"", ""Time management"", ""Team collaboration""]",,not specified
172,"[""C"", ""C++"", ""Scripting""]","[""LTE Access Stratum"", ""Non-Access Stratum"", ""5G NR"", ""LTE D2D""]","[""Attention to detail"", ""Communication"", ""Documentation"", ""Problem-solving"", ""Innovativeness"", ""Inquisitiveness""]",3.0,mid
173,"[""C++"", ""C""]","[""Bluetooth"", ""TCP/IP""]","[""Self-motivated"", ""Creative thinking"", ""Critical thinking"", ""Collaboration"", ""Communication"", ""Passion"", ""Attention to detail""]",,not specified
174,[],"[""Cassandra"", ""Solr"", ""Kafka"", ""Spark"", ""Hadoop"", ""RESTful APIs""]","[""Technical leadership"", ""Problem solving"", ""Debugging"", ""Effective communication"", ""Results oriented"", ""Deadline driven"", ""Ability to work in fast-paced environment""]",5.0,senior
175,"[""Objective-C"", ""Swift""]","[""REST APIs"", ""Debugging"", ""Authentication"", ""Single sign-on"", ""Second Factor protocols""]","[""Communication"", ""Attention to detail"", ""Self-motivation"", ""Analytical skills""]",2.0,mid
176,"[""JavaScript"", ""ES6/7"", ""TypeScript""]","[""React.js"", ""Redux"", ""MobX"", ""Node.js"", ""Git"", ""GitHub"", ""Gitflow"", ""Relational databases"", ""NoSQL databases"", ""RESTful services"", ""Linux"", ""CI/CD""]","[""Ability to research and quickly work with new technologies"", ""Strong analytical mindset"", ""Attention to detail"", ""Skilled at communicating technical issues with non-technical audience""]",3.0,mid
